,MN-64,Venetoclax,AGI-5198,AZD3759,NVP-ADW742,P22077,WEHI-539,Foretinib,Rapamycin,PRIMA-1MET,Talazoparib,Trametinib,Luminespib,CZC24832,PFI3,Wnt-C59,OTX015,GSK343,AGI-6780,Uprosertib,Methotrexate,Olaparib,Bosutinib,Axitinib,CCT-018159,Afuresertib,Osimertinib,Savolitinib,Pyridostatin,Vinorelbine,ZM447439,AZD8055,Crizotinib,Temozolomide,LCL161,OSI-027,Ibrutinib,Docetaxel,Vorinostat,Temsirolimus,Bicalutamide,OF-1,Cediranib,Telomerase Inhibitor IX,UMI-77,Sepantronium bromide,MIM1,Avagacestat,5-Fluorouracil,Niraparib,BMS-345541,XAV939,Sapitinib,Taselisib,NU7441,SGC0946,Camptothecin,Vinblastine,Gefitinib,GW441756,SB216763,Motesanib,Daporinad,Elesclomol,Tozasertib,ABT737,GNE-317,WIKI4,AMG-319,Pictilisib,EHT-1864,Sorafenib,Oxaliplatin,GSK1904529A,Serdemetan,Erlotinib,MK-1775,Gemcitabine,YK-4-279,Bleomycin (50 uM),Vismodegib,JNK Inhibitor VIII,AZD7762,AZD6482,IOX2,BX795,SB505124,Obatoclax Mesylate,Dinaciclib,Fulvestrant,AZ960,Alpelisib,Wee1 Inhibitor,PRT062607,Ribociclib,Picolinici-acid,GSK591,VE821,JQ1,GSK2830371,Navitoclax,Refametinib,Lestaurtinib,CHIR-99021,Piperlongumine,Sabutoclax,GSK2578215A,MK-8776,Alisertib,Dactolisib,SB590885,Selumetinib,BMS-536924,Rucaparib,Bortezomib,EPZ004777,Dabrafenib,Pevonedistat,PLX-4720,LGK974,VE-822,GSK2606414,ML323,PFI-1,Nilotinib,Afatinib,TW 37,Tretinoin,SL0101,LY2109761,MG-132,AZD8186,Ipatasertib,GDC0810,BIBR-1532,Nutlin-3a (-),CCT007093,Tamoxifen,Cyclophosphamide,Lapatinib,AZD5582,I-BET-762,AZ6102,Cisplatin,Cytarabine,Veliparib,Lenalidomide,Tanespimycin,KRAS (G12C) Inhibitor-12,AZD6738,I-BRD9,MIRA-1,PD173074,RO-3306,MK-2206,Palbociclib,PD0325901,Dasatinib,Paclitaxel,BI-2536,Irinotecan,SN-38,Ruxolitinib,Linsitinib,Epirubicin,Doramapimod,EPZ5676,SCH772984,IWP-2,Leflunomide,Entinostat,WZ4003,PCI-34051,RVX-208,Entospletinib,AZD4547,VX-11e,LJI308,KU-55933,PF-4708671,GSK269962A
D-566MG,3.5883586,2.94781,4.702635,2.6558251,3.4297767,3.1501532,3.1872532,0.7383696,-2.4847949,3.2816222,0.70597655,0.96580726,-3.6592283,5.041023,5.0434356,5.034277,0.51499975,2.7355163,4.7856565,3.536649,2.190062,3.0248854,3.3833375,2.618012,2.1402988,2.478721,2.0853357,2.693912,3.7441251,-3.530592,0.7312941,,2.1214614,5.695299,4.693283,2.5342157,4.903845,-6.396149,1.2330337,0.61830264,4.4106264,4.264698,2.8515394,0.48423207,,-4.428222,,4.683814,4.013408,2.5266566,2.0662637,3.4615233,4.4750886,1.4892145,1.7175745,2.0467565,-3.3857303,,3.2267494,3.4327352,3.3766325,5.044085,-4.011289,-0.53464216,2.456691,2.7861316,-0.053329874,3.2303536,4.6929097,0.38530234,4.369822,1.6914644,4.207827,2.9142869,3.921632,2.9186504,0.3322125,-3.331592,1.8462889,,4.0609903,4.0466404,0.26092866,2.1999493,1.3662105,1.620089,2.8045878,,-4.150401,2.6417007,0.27141914,3.7693617,0.82294756,2.5716887,3.5090864,5.0062075,3.9307673,3.2676008,-0.4890573,,3.811038,2.8880067,0.30338156,3.252171,1.6681947,0.11842868,4.581245,3.4654653,1.1252375,-3.3924165,4.3436317,4.3178177,1.7260644,3.3691685,-4.9590077,5.044085,4.4443827,0.5294803,2.4370549,4.376151,1.8526057,2.6768775,5.5358834,3.4481385,1.9547285,2.9887054,,5.0367355,4.5745225,3.2752788,-0.89605254,2.2152643,2.9561653,5.0319796,4.7167344,4.13882,4.9901085,4.789255,4.5022354,2.0454414,,2.0614562,4.401325,,,4.613608,4.9527564,-1.9619516,3.2124884,1.4046998,3.6616445,4.049983,3.2384355,1.2377523,3.4235418,3.103607,2.8428152,-0.3596553,-5.596165,-2.8057806,0.63354295,-4.824458,4.186649,3.910599,-1.5969895,3.5184138,4.9521046,4.46942,2.64373,5.560508,1.3015506,5.0397987,5.043315,4.58702,2.4901242,3.8558702,2.4148052,5.026893,4.944286,4.3097587,-0.2007593
HPAF-II,6.187503,3.1475182,5.528503,2.923775,3.8048742,6.4189425,3.3154929,1.1574754,0.020186588,7.234984,3.7916536,-2.2259502,-0.32396853,5.8191643,5.8050284,3.3105435,4.7626557,4.9688168,5.051725,4.0606613,3.544302,4.680393,,4.113362,,3.6203833,2.8234622,3.8426325,4.378469,-0.5778013,,,5.322594,6.378875,5.186408,1.4857284,6.39159,-1.4479305,3.1643407,,,3.6907322,3.2909493,1.7037417,1.8937474,-3.9438705,4.3991485,,5.667101,5.9263325,5.7001696,4.9216757,3.9531493,3.0197215,,,-0.19098796,-0.93200135,4.4614305,4.8294907,6.375533,,-0.15729403,,,0.6928453,-0.0036532688,3.1606948,5.788611,1.0532278,,3.7701006,5.6647263,5.8140206,,2.7656026,1.2691875,0.9765323,4.832018,,,6.497693,0.72590905,,,,,1.8910613,-1.7041134,4.0400915,4.137329,5.1728354,3.5681102,3.4990206,5.146975,4.409896,5.907394,6.407552,,,-0.8300822,,,,,1.5600283,5.8594565,5.3201704,3.7070663,-1.7386585,,1.9121045,2.2262323,,-4.6314893,6.160536,5.202243,2.8622344,5.8475432,1.7466502,5.812947,4.469966,4.9180627,,4.330238,2.155225,,,,4.9364514,-0.7952328,3.5163085,3.9463885,6.306962,6.2320733,5.8347063,,4.624789,6.288539,3.7763433,3.1282518,6.0365014,5.4352407,6.8138056,3.1923823,,,,4.3057184,2.4425685,5.856806,6.4794016,6.191586,5.5445876,4.29776,5.783828,-0.69820017,1.5736191,-2.09703,,5.407978,3.8653593,6.278477,4.594077,1.812474,6.4807568,6.5760684,0.9644915,2.5106304,6.3003883,5.189944,5.3669157,6.1294928,6.1912103,4.8647656,4.063146,0.8565501,6.4001603,5.956062,,
SN12C,6.005122,4.255167,4.0675135,2.366355,4.62472,6.134368,4.7287855,1.1112552,0.37345392,6.2074304,3.3062396,0.87874186,-1.4845355,6.063262,5.2035785,5.9988604,4.520529,4.60976,5.1988215,5.480067,2.1402779,5.760841,4.747961,3.1659856,,3.8136985,2.191227,3.7022657,2.4602165,0.86551833,5.9937162,2.0620537,4.8639984,6.269801,5.8295736,1.7223839,5.9958034,-0.62701565,2.5520127,3.2382116,,5.4180117,2.355016,1.4933308,3.1807652,-4.078275,4.225743,5.509721,6.659907,4.954934,5.497162,5.688094,4.358106,3.664441,6.0537314,2.958269,-1.3806775,-0.8857719,3.9917848,3.566109,6.114939,6.4939075,-5.5431085,,,3.392807,0.9300831,3.305857,5.298087,2.3092165,2.584432,4.4922795,6.3206487,6.0637302,6.235115,2.592154,1.9171199,0.13063425,4.0188513,6.4267426,4.302404,5.7072606,0.6008522,,,,,2.4859216,-0.97390056,4.0909667,4.439627,5.5562572,4.0352907,5.315,4.7793407,5.444804,5.6613436,5.9636283,5.159437,6.505659,4.4797807,3.6574378,1.5030823,,,1.5287333,5.5558534,3.509132,4.2993135,-0.89981127,4.7602544,4.9456215,2.0463223,4.3378167,-3.1417875,6.129376,4.542392,3.6445162,6.2507806,4.378197,5.3592553,3.9165125,4.6666336,4.963965,5.2174873,3.4742205,3.2077034,,,5.769536,-0.7671782,3.3954945,3.9154487,5.804134,6.0064673,5.8137727,5.4962807,4.1934166,5.7062974,4.8851094,6.123588,5.9038234,4.370697,4.1811914,4.1508822,5.369711,6.3754706,0.9299962,6.638856,4.411831,4.405506,6.110268,4.5005713,6.139191,4.068982,4.8034477,2.5209365,1.4080423,-0.610133,4.785578,3.5759125,4.227734,5.2368245,5.149081,-0.6069605,6.131407,5.878161,2.7855084,3.753646,5.967542,6.0758634,5.8135915,6.0439205,5.72442,4.848256,4.127555,4.731703,5.768207,6.1363616,,
KYSE-150,,2.5829468,3.7489247,2.0111265,1.6194124,2.660131,5.303854,1.1250778,-2.6644244,,3.8060224,-0.42005205,-3.9984205,,,,,1.5406126,,2.5960095,,4.3133054,1.5611283,2.4737027,,2.6011627,0.69510686,1.7009193,3.7244601,-5.137003,0.81767666,-0.62001747,1.445077,6.501315,,3.0715957,,-6.246162,1.0947648,-0.48501092,,,1.8651669,0.36922285,2.0320334,-6.1593523,5.3751874,4.2735257,3.2562609,,,,2.3423567,0.3553899,2.4256444,2.1279972,-2.695154,-4.888817,1.3579395,3.406739,5.598465,5.6469555,,,,2.581156,-0.2895794,4.5883923,5.5466256,0.26934236,0.49387926,2.1183183,3.2792695,2.5589576,2.8741658,0.8230482,0.6688548,-0.48797366,1.676973,-0.30069956,5.129605,4.9502172,0.8503041,,,,,-1.9612108,,2.9387348,,2.308645,2.1435483,,4.211025,,3.307462,3.6009376,1.1852009,5.6469555,3.895849,1.3224446,-0.62640476,,,,3.8406248,4.561628,1.1282994,-3.3119583,4.9537463,3.4784307,0.963931,3.9374404,-5.560808,5.5913763,4.9498687,-0.26638824,3.5237722,5.001236,,,,3.43067,1.5229924,0.72106516,,,,,-2.3428628,4.159161,2.489627,5.5113697,4.2607584,5.3388176,4.8192954,3.7046838,5.6334996,1.0373733,,,1.7104272,3.2501094,3.1453094,5.272915,5.6169543,-3.087006,,3.016808,4.372021,5.124403,2.5230272,2.1162174,1.9526285,2.252301,1.1367317,1.3170092,-3.9729977,-3.3652222,2.676869,-3.3013797,,3.8770192,-1.4204525,4.465304,4.9125237,0.8742137,,,,,,,,3.2278233,1.7872719,4.330145,5.5606933,,
NALM-6,4.3022103,-0.9199014,3.013045,1.8151753,1.9118152,3.5980465,3.166729,-0.8860009,-2.7275312,1.7422351,-1.1802839,0.17449737,-3.9773772,4.222454,4.747557,2.9739347,-1.0989078,2.5038135,3.6944084,-0.16324985,-3.59115,1.521719,1.6189213,-0.057691,,-1.0452005,0.8450348,2.4236057,1.3029164,-5.6985054,-0.7514539,-0.5759915,-0.2813657,4.092354,4.3827825,2.7577097,3.0540078,-5.4508977,0.778016,0.050510257,,3.8618062,1.3130624,-0.72711456,3.998969,-6.104494,2.8597286,3.416298,2.3390033,0.7394962,2.023375,3.880495,3.1568599,-2.1991634,1.7353175,1.7570068,-4.83983,-5.802433,2.6861176,3.0352747,3.1827674,4.755214,-7.519153,,,-0.26462042,-0.6870235,3.2393897,1.9169687,-1.7839776,3.2609386,2.1726642,0.88566405,2.6609502,2.6963449,2.9487324,-0.6379566,-5.2526546,0.8211183,1.9425894,3.9032998,3.9074574,-2.074906,,,,,-1.2736349,-4.224755,3.4876091,0.08447916,1.0272431,0.29013127,-0.040624805,1.7123563,4.295428,1.9421182,0.574999,-0.8001234,4.755214,-1.1003939,2.0252342,-2.307055,,,-2.9978423,3.9495063,2.069369,-2.2274818,-2.5390382,3.1032248,3.3918304,1.1715566,2.5115285,-5.363676,3.5564585,3.5663536,-1.1627471,4.265562,2.9145796,-0.33550203,2.2344153,3.1721618,2.270444,2.1117082,0.7277673,-0.099288516,,,4.755214,-1.4624144,0.07383742,0.9142557,4.3629847,4.755214,0.718258,4.3604383,2.435694,3.9301724,2.0337887,0.53620595,0.22405028,1.6716299,0.5045316,-3.7161307,4.7387743,4.506879,0.6601329,1.2837175,-0.40402856,2.5052865,2.1681955,2.2976177,1.703199,-0.723539,0.39489913,1.2633129,-0.33683953,-4.852787,-4.7716637,0.1843766,-5.54685,2.9878685,3.3878713,-3.763082,4.726052,4.7363257,1.9439678,1.5413387,3.5552948,0.07861067,2.603473,2.169639,3.257561,1.5264106,2.6246188,2.017323,4.643405,3.749744,,
LC-2-ad,3.8648586,3.5489852,4.9768896,1.8620917,2.091284,3.973099,3.7898157,0.17480302,-1.434479,5.959621,1.166365,0.0075046155,-2.39302,5.1607914,5.26041,5.26041,2.4760444,2.9248536,4.6716475,3.3214498,2.9453537,3.89707,1.9017019,1.5832055,2.5670273,2.8458712,1.6378995,2.948148,3.2286732,-3.3620448,0.91932315,,1.7021803,5.2558465,5.1215444,3.3226469,2.3984792,-5.472599,1.3645661,1.5111303,4.4687014,3.7879007,1.3986081,0.69912356,,-4.368124,,4.2146664,1.8804934,3.1026847,2.7137337,2.856676,1.4174352,0.7849721,2.5872147,2.170792,-3.9908369,,3.6359172,3.6460435,5.195792,5.2587624,-2.2038324,-2.6752217,-1.1345108,2.3928301,1.2488676,3.5255682,5.0993304,0.7462192,4.556981,2.6589656,3.7972445,3.8505383,3.361656,2.1277227,0.6209801,-4.3211517,1.4252839,,5.08228,5.197447,0.54164046,3.667193,2.0411165,1.5937223,2.912247,,-2.6430447,2.7620451,0.18291736,2.471424,2.0494056,1.7739502,3.3634503,5.26041,3.0843806,4.287838,0.81270665,,2.1484938,1.9608175,-0.7287159,4.1811223,3.326229,-1.1137148,4.64971,4.1279645,-1.1514661,-1.6818218,4.5665865,3.5044389,0.7823133,3.616606,-4.9168315,5.2257247,3.8558178,-0.9648591,3.5315614,5.092363,4.32584,3.1128922,4.895239,4.3565516,3.4078195,1.6416692,,5.250194,5.060279,4.738691,-0.87530446,2.886045,3.5117552,5.1160398,4.8481894,3.7140095,5.215335,4.615542,4.974876,2.8052616,3.0301352,3.971343,2.0446305,,,5.239816,5.2043753,-0.14247823,3.1169534,3.0407221,4.921451,4.9558806,3.0466666,2.271179,3.2105765,3.2572048,1.6769934,-0.34000778,-5.1036453,-1.5865681,-0.03601157,-5.3887634,2.9280577,4.1890364,-1.427884,3.0682924,5.2537856,2.2369435,2.4624484,4.888933,0.4998829,4.9370704,4.2556014,5.034664,3.2830691,2.6787906,1.7204401,4.3184147,5.256348,3.8136406,2.462544
EFO-21,5.883423,6.2164874,7.1354656,3.12185,4.6180496,7.9731956,5.074139,3.3304076,-0.8378014,8.672239,6.4247737,1.4598937,0.89818156,6.0827804,6.5859866,7.1370993,3.620209,6.353514,6.2446413,6.4722705,2.2040756,6.420966,4.3823133,8.382822,,3.9955459,2.605903,5.6787925,3.8816643,0.109849446,7.1334596,2.0737238,7.475472,9.203067,7.4138722,4.146324,4.1976585,-0.19273607,4.933541,2.6464207,,6.5467677,2.446896,3.251583,6.3821726,-5.322818,5.7560825,6.8463545,7.794808,7.21526,6.0266957,6.22138,4.8552113,3.7207577,6.3479633,3.995162,1.0242304,0.05002804,4.999571,5.2055006,7.48573,7.6498346,-3.9433594,,,5.4140315,0.8828125,5.695699,5.805744,1.9429474,4.7687273,5.8779874,7.7064824,6.518449,5.076316,4.532081,1.5852531,0.67828023,4.348576,6.266719,5.684073,7.803343,0.9258036,,,,,3.09619,-0.47426438,7.1376305,3.6877813,6.060126,4.69577,5.536241,6.4907436,6.798289,6.022131,7.0861034,3.2170208,7.9813776,5.8418074,3.77805,2.8839452,,,2.0149577,6.525955,5.1776376,5.9222817,0.39062753,7.2078896,5.3183317,2.4845655,5.721167,-2.756796,6.463404,7.8230453,4.030821,6.5695395,6.1310163,7.0167236,6.6237154,6.8184423,5.076901,6.722311,3.4637089,1.5128978,,,7.4661136,-0.8410767,3.6516218,5.6002126,7.26863,7.4454618,9.031498,7.543502,8.3154545,6.882005,5.6966577,-0.7262522,5.0916834,3.321809,7.497483,4.100879,6.8120117,7.6327252,2.5200155,4.94656,4.414506,6.4195,8.0584545,4.4874415,7.778759,4.7871943,7.5388956,2.6916463,1.6926175,-1.2807276,2.917188,5.4256372,4.396058,7.304481,4.51805,1.1767348,7.718482,7.886468,3.4674196,4.0906687,7.257229,6.8372817,3.928086,5.6506557,6.162507,4.663609,6.534287,4.571894,7.4956875,7.02445,,
RT-112,5.190257,1.7373677,4.4934726,2.2862854,2.1472828,5.5378165,4.5094967,-0.3328402,-1.9912523,6.131579,3.932196,-0.4617197,-3.1772747,5.1973166,5.363996,4.0701156,4.162934,3.4439964,3.8268943,3.0754237,0.21938345,4.566047,3.2275336,0.8742667,,2.5175066,1.8894316,3.078724,3.106559,-4.8165236,1.5910707,-0.17780456,2.0299056,6.997517,4.799295,1.670967,2.859142,-5.775097,1.6684315,0.49051237,,4.658441,0.3503377,1.2913897,3.1763296,-4.1955004,4.0330997,4.1203966,3.5523891,4.09823,2.4783423,4.6445084,4.527822,1.9959103,4.147117,1.4286411,-0.12337914,-5.713901,3.1840222,3.3907726,5.455313,4.922312,-4.6667113,,,5.104147,0.3128141,4.709179,4.5398684,1.3434587,3.455909,3.3743207,5.223879,3.5539677,3.8751585,1.9226298,-0.20967197,-0.55311286,1.3265606,2.5079181,5.1384974,5.3070784,-0.035119284,,,,,1.9169629,-3.7422001,3.0159302,0.521123,2.5073783,1.2582787,2.548662,3.1761355,5.5218225,4.873078,3.6723554,3.2665799,5.5689325,2.945612,2.3485181,0.13877659,,,0.23210046,5.0032196,2.9313452,0.35396513,-1.3781871,4.8757854,2.874779,1.0401076,4.390854,-5.492545,4.7574053,5.5689325,0.43745208,5.722952,4.3495965,2.1378276,3.1797276,3.9369054,3.960192,4.201435,2.2487147,2.3216112,,,5.4842644,-1.8397683,3.9175663,4.022155,5.5566444,4.636876,5.499489,4.1552987,3.7749412,5.154312,4.024825,1.7704479,4.8195,2.442346,4.686115,1.4702641,5.566539,5.466865,-0.6894979,4.1758776,1.0441577,5.5465345,5.076536,0.007845701,2.6997252,3.0051148,3.4562454,0.30222014,2.7008588,-4.194179,-3.1384356,4.6480565,3.0514586,3.6597776,3.1592972,-0.6399984,5.5209737,5.7336817,1.0532453,2.7506113,5.389329,2.3120146,2.837726,5.039264,5.5155067,3.1794424,-1.0007117,2.2769892,5.414351,5.5689325,,
KCL-22,4.725804,2.1691298,3.798148,2.3740218,2.3343246,3.5046842,3.4146578,-0.5848875,-2.8662653,2.2862408,2.195797,-1.1212679,-3.702126,4.728047,4.6761174,4.1750393,0.93863475,2.9094005,2.252509,2.3542864,-3.3755655,3.2644863,-2.823068,-0.64116657,,2.5446868,2.0938375,0.9894371,3.4130797,-5.175426,0.9149199,-1.5015457,0.34817132,5.531208,4.729204,2.5471814,2.8721187,-5.3685017,0.7548732,-0.6030436,,3.6096847,1.8571212,-0.21343905,2.902583,-3.4660249,2.9348226,3.534498,3.1401002,2.653533,1.3672062,2.6324995,4.369237,2.6899035,0.9286397,2.1404827,-3.023604,-6.098558,3.201199,2.8835719,4.8311005,4.1023407,,,,0.5723733,0.88488865,2.8176577,3.7242327,1.1093113,2.7929657,1.8920012,3.190153,3.0645947,1.6795131,2.1494317,-0.5652805,-3.4422524,0.607486,1.8917454,4.688498,4.764283,-1.5210447,,,,,-0.5408305,-3.8086495,2.511824,0.35745502,3.1708758,1.4980066,2.3152242,2.3016932,3.3864467,3.5982344,1.2424749,-0.59537065,4.167369,0.7038884,0.23494391,-1.2391188,,,0.26167244,4.8366895,1.27806,2.2052927,-3.202196,3.8736532,2.4411337,2.2620215,2.460546,-5.6104155,4.452817,2.7841814,-1.2177888,3.8867984,3.1044269,1.562326,1.9634451,3.6286483,4.179234,-3.914426,1.2790345,,,,4.7135916,-1.9375044,4.0850935,3.504732,4.8342915,4.1582785,3.778804,4.5644927,3.3048067,4.284323,3.602837,-4.419683,1.9866487,1.9137787,1.3587455,-2.0360613,4.6078634,3.703641,-1.5733333,1.8104273,0.051957272,3.556975,4.8992157,3.7923212,2.258069,1.9264232,1.5289271,-0.63604695,-7.0218096,-4.1749463,-3.2196162,2.2026222,-4.3275037,3.1544647,3.0967793,-1.8583574,4.8366895,4.430789,1.2083812,1.409066,3.4838622,0.9129246,3.7296977,2.9955647,3.4633632,2.3034682,0.32738608,1.8983244,4.3714633,3.5239124,,
SK-OV-3,6.460949,2.8944519,5.407327,3.349745,6.3057194,6.8399005,4.951054,2.5933557,-1.0730394,6.836899,3.011232,2.1228511,-1.0866958,6.926247,6.2761574,6.5791655,3.0019524,5.7719436,6.636174,2.5885928,-0.6551963,5.782655,3.6321568,6.7655735,,2.281069,0.53954095,3.881746,3.5051394,-1.1568172,4.3771167,0.051865317,6.0056386,8.070876,4.1379824,3.6679645,4.9041224,-1.6045676,2.3795223,1.0647329,,6.310994,4.276526,2.0589275,4.3656893,-4.616447,4.5943656,6.687875,4.6068068,4.7619357,6.5319004,5.620104,2.2314053,0.63703305,4.7221017,2.9970057,-1.4227107,-2.2287998,2.9726307,4.933737,6.7269497,6.9748015,-4.186361,,,4.790339,0.47853306,5.7420993,6.4214664,1.128,4.972417,6.1917963,7.4352612,6.9619837,5.210852,2.6045175,0.6711767,1.5492119,3.768287,4.9514985,6.9988475,6.8065248,0.051417135,,,,,3.109407,-0.27205336,5.4492188,4.366012,2.9680617,2.0803242,4.7142286,6.0383735,6.557844,6.9918766,5.9044065,3.3113565,7.0422554,5.64128,3.5692098,0.29341117,,,3.3333032,6.3528905,4.438879,4.741378,-1.3661819,6.334906,5.2223883,3.8402407,4.714976,-3.7126813,6.2583222,5.3198504,4.72164,4.5768323,6.0831404,6.208457,4.451362,7.336372,5.6515107,5.993784,1.5033417,3.8601604,,,6.960558,-0.94057643,3.4013407,2.980292,6.462144,6.627125,7.139981,5.5271697,4.8006845,6.2914224,3.039575,-4.5436077,3.8259218,4.39405,4.1570582,3.2074323,6.9106727,6.703806,0.8854885,7.5007687,1.6680018,5.9098787,6.994114,4.5336375,5.6243143,2.550246,5.594613,2.4771438,0.71399516,-2.613822,0.41631564,2.9621062,-0.17763399,5.2620273,6.357251,0.043910027,6.750889,7.0375705,4.2719836,4.0082026,4.807315,3.6082819,6.127299,5.7490177,6.7219067,4.549904,4.639899,5.41253,7.1197543,6.302927,,
LS-1034,3.9961746,2.1531765,4.628338,2.7239614,2.0205593,5.6761603,2.9621027,1.5797818,-1.8999617,6.392228,5.125561,-2.2979395,-0.63589865,5.5924706,5.4225283,5.605794,5.515874,3.954538,5.48163,4.658653,-1.2340498,4.715356,3.876403,4.8851542,,3.1072495,1.209248,2.982213,4.631128,-2.2466571,3.131362,2.211546,2.134278,7.2681284,5.1680408,3.2846076,5.693978,-0.25342956,2.1131115,3.17704,,4.9241467,1.7530935,1.3605974,1.550345,-0.9443479,4.023745,4.5578837,4.099053,5.6710534,4.700253,4.721015,5.789045,2.2658408,2.958707,1.6893431,-1.2809628,-0.09950463,3.4497914,3.6307642,6.0090737,5.68917,-3.1677449,,,2.5117085,2.169972,4.2353945,5.7000947,1.7308826,3.6943893,3.6738837,4.614887,4.799932,4.2751875,3.3880389,0.60189533,0.7195635,3.914738,6.3094597,5.2195196,5.3344474,1.7179329,,,,1.3659648,1.0611514,-0.6769636,3.7521026,5.6768265,4.7087073,3.839887,5.630307,2.5796773,5.4316845,5.057026,2.5018964,4.5867424,5.3950205,1.5646782,1.1466187,2.019396,,,1.9074441,5.096742,4.027851,3.1275756,1.7343204,4.6978073,2.7642736,2.060864,4.4451118,-2.8645587,5.7693906,3.713771,3.9247396,5.9282703,5.2202177,4.851482,5.6193547,6.268908,4.3763256,3.885041,2.6394646,0.51261514,,,5.676225,-0.31481737,5.455269,4.4337997,5.6107793,5.633058,4.97828,4.42296,3.4462764,5.5752068,2.9369495,1.41808,5.535055,2.3628008,4.5974417,3.0542228,5.2302823,4.621113,0.46900737,6.167158,2.5642288,4.9035997,5.9928217,3.4134262,3.973885,3.118719,3.3159566,-1.0932637,3.8591642,-0.16415203,1.5847782,5.507792,4.0237274,5.6245203,2.868337,3.2393878,4.7367334,6.0100265,1.5749911,3.3615751,5.7169814,5.164636,5.5084777,5.5728226,5.5132165,4.4322224,4.3298717,1.0232748,5.5319805,5.26176,,
RT4,3.2590559,3.9002802,4.2825375,2.6834743,4.2630982,4.550138,4.945031,0.68197936,-4.3660603,5.8779206,3.9850433,-1.0162197,1.6419238,5.016867,5.52703,4.2856936,3.4197497,3.244523,3.8475566,4.519454,-1.807783,3.4742143,3.9490001,1.5394753,,4.8785577,2.7887614,3.2467835,3.752377,-3.4512756,1.9985157,-1.0183814,2.9681773,6.7636104,5.234383,1.910524,4.470708,-1.3534367,2.8986223,-0.54282767,,3.1391835,1.7183934,2.603254,5.5202003,-1.9623861,5.4323363,5.0187798,4.195789,5.1124816,3.8053422,4.2210684,3.8558247,3.2486951,3.1574545,2.2113798,-2.9628751,-4.026874,2.2997868,1.9072579,5.1580176,5.517189,,,,2.5576434,2.1281345,4.1482725,5.2675853,1.8852128,2.7310107,2.0419543,3.627037,3.869956,4.798854,2.1472447,0.92136824,-4.388498,3.619013,1.0950134,5.0822034,5.201392,1.32333,,,,,0.88477725,-3.1185727,4.174026,2.3465488,4.5352793,2.6208847,4.2485065,3.21382,5.3406124,4.706622,5.649635,3.2189279,4.5580287,1.5074869,1.8473395,1.2073938,,,0.025154833,4.9756207,4.674143,1.21746,-2.5635014,3.82268,3.0507598,2.0433228,4.322681,-4.2541075,4.456755,4.9011927,0.8565381,4.79581,2.715603,3.430931,4.595291,4.019871,3.1361527,3.0060296,2.2564387,,,,4.987095,-1.3518502,5.530843,5.5584383,5.549324,5.462466,2.497366,4.206245,3.6441529,5.2995243,3.2447755,5.35491,4.1990824,1.9157506,2.8514988,2.216674,4.2480016,5.5564413,-2.2203996,3.6297965,3.6059496,3.7509806,5.8807364,1.2366737,3.874951,4.158451,3.5583506,1.6142893,1.983986,-3.447447,-0.23478697,2.6917324,-4.2396584,5.263551,4.8314385,-0.5993985,4.810774,5.7998686,1.2887422,3.2239447,4.652381,4.593753,5.527053,4.0755477,5.1010866,3.8765619,0.5782217,1.6540632,5.9400105,5.5584383,,
SU-DHL-1,4.98576,2.7988684,4.4862247,2.2174914,2.64418,2.6795895,4.5345674,-1.9747537,-1.7629997,1.5411819,-3.1580482,-1.0931941,-3.844897,4.98576,4.8792686,4.208245,0.87644327,1.751931,3.499753,1.9712753,2.482588,4.527744,2.3329344,2.3191195,2.3851676,1.7719495,,2.5968077,2.780401,-6.0471387,3.3041544,,-1.1368253,6.0843725,4.3834934,2.4523716,4.774392,-5.875129,0.49658996,1.4097587,3.713485,4.2847896,2.9560275,-0.20682023,,-5.5435004,,3.666483,0.99334157,4.98576,1.6675221,,4.2432156,2.5404599,2.1816084,1.719951,-4.215837,,3.2527912,3.3167217,4.622955,4.98576,-2.5283785,-4.1356363,0.896369,2.8162138,1.0596964,3.279608,4.487746,1.3712461,3.419618,1.7458379,1.0593004,3.6209366,2.3560443,,-0.62929904,-5.4462986,-0.043728884,,4.2831154,,-0.82060015,2.957186,1.990028,3.2932847,3.4883327,,-3.9101384,2.3956845,-0.9734765,2.8983135,-1.3414893,1.6143651,3.5130937,4.9604845,1.3060575,2.7335348,0.7681266,,3.551498,-1.8415865,-1.0294336,3.0756721,0.9328933,-1.3010887,4.025869,1.3706962,,-1.1402187,3.938272,2.6065156,0.87979835,4.207547,-5.557236,4.8578434,4.814377,-1.4447577,3.8145401,3.4330816,0.5699408,4.570384,0.078157246,3.502569,,1.5353266,,4.4475117,4.334156,,-2.333115,-0.40453896,4.4776077,4.6047077,4.98576,4.98576,4.5048633,4.8412824,4.98576,2.2952921,0.5667048,1.9419738,2.598952,,,4.712041,1.9680631,-1.2398895,2.5091965,0.33129862,2.8914626,3.3539393,4.98576,1.0609907,1.739082,1.9736481,0.53410965,,-6.922022,-3.6069424,-0.2729768,-5.8711076,3.7386742,3.6733642,-3.6032424,2.5503216,,-1.8095948,2.2143326,3.750383,-1.1229261,4.9442067,2.92572,4.430484,0.0953633,1.9438825,0.87920964,2.750448,4.0232563,3.1848977,2.5093608
DMS-114,4.6136045,2.3228314,4.4025736,3.22072,2.073106,5.6850815,4.2002034,1.371679,-3.5491521,5.299032,3.3378701,2.6715915,-2.1224434,5.7837424,5.039746,4.843277,2.4000003,3.5675986,3.5881112,3.4500518,0.20195149,3.7125072,3.7986069,3.3013353,,2.1289446,1.806354,3.1918216,2.6319919,-3.398556,2.3745975,-0.100746065,2.4489932,6.218722,5.5734944,0.7396653,5.715562,-2.8501236,1.58655,1.2425789,,3.3090882,1.0977507,-0.4466546,1.2790184,-5.4595757,2.8269708,4.849018,7.3201694,4.49508,3.3478036,4.9039555,5.4439983,2.5654955,3.3809836,2.5655444,-1.096392,-4.2560525,3.7704687,4.11433,5.717602,5.591186,-6.6333685,,,3.1568725,0.5777618,3.9190898,4.858682,0.5491135,2.7495959,3.2002828,5.4145136,4.042622,4.2421784,3.7606435,1.986966,0.9022822,1.5457996,1.4901298,4.208665,5.788622,1.6209897,,,,,-0.13438767,-2.5336487,3.5122004,1.5376271,4.2880507,2.993189,4.7788725,3.4780936,5.4556046,5.7072735,5.571187,2.2469356,4.8104305,2.453538,3.8652687,1.8845558,,,-0.76727337,4.3347564,4.288771,2.9039156,-1.5094379,4.6330605,5.579454,1.9278048,3.834648,-4.721334,5.2973633,5.105251,-0.19270945,5.588838,3.5381765,4.2757936,3.8771358,4.5949097,3.6750052,4.0798106,2.1810622,-0.523971,,,5.595614,-1.354332,4.1009684,3.406751,3.9228046,4.645978,4.6051435,5.741655,3.3448582,5.1970286,5.2118616,2.0863528,4.1544156,1.9038018,3.474129,2.964847,4.7174573,5.776078,2.0075042,4.35846,2.57858,3.744603,5.7718997,2.5640304,5.788622,3.5066004,4.6926556,3.5345647,3.9528658,-2.7075415,-2.0583704,4.0896015,-3.758836,5.707771,3.7592885,-0.8614158,5.788622,5.9667535,5.4858427,3.357931,5.0934014,4.4526734,5.6512556,5.178011,5.667811,5.0571375,1.507247,3.2759624,5.771489,4.8718333,,
